平台,商品名称,抓取数据日期,今日销量,近7天销量,近30天销量,平台库存,在途库存,sku,店铺
TEMU,"Mini swimming doll, children's bath toy, wind-up knob toy, baby bathtime toy, kids' gift",1777348771294,2,27.0,87.0,29,23,999-gr,101-Temu全托管
TEMU,"Mini swimming doll, children's bath toy, wind-up knob toy, baby bathtime toy, kids' gift",1777348771294,1,2.0,107.0,0,80,999-pk,101-Temu全托管
TEMU,"Art making kit for girls, DIY multi-color imitation diamond bracelet kit for kids",1777348771294,0,13.0,64.0,35,0,KSY931,101-Temu全托管
TEMU,"Tabletop ping pong game, a tool for children to practice lung capacity, parent-child interactive toy, desktop cup ball game, party and gathering game",1777348771294,0,0.0,0.0,5,0,ST1959A,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777348771294,1,10.0,71.0,171,0,smww-ml,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777348771294,11,150.0,781.0,289,0,smww-tz,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777348771294,4,39.0,273.0,131,0,smww-mf,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777348771294,6,99.0,571.0,273,0,smww-xx,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777348771294,4,43.0,265.0,121,0,smww-lh,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777348771294,1,14.0,89.0,170,0,smww-sjl,101-Temu全托管
TEMU,"Children's memory game console, a toy with multiple levels to train memory, fun game console for kids and adults, brain-training puzzle toy",1777348771294,0,0.0,0.0,4,0,wy-jyyxj-802-opp,101-Temu全托管
TEMU,Children Mini Guitar Toy Ukulele Musical Instrument 4 Strings Educational Toys for Kids Music Learning Game Gift for Boys Girls,1777348771294,0,0.0,1.0,0,0,FZJT-RE,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348771294,10,106.0,279.0,39,21,HLPX-C-1,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348771294,6,64.0,405.0,162,0,HLPX-Q-1,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348771294,6,73.0,397.0,180,0,HLPX-L-1,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348771294,8,181.0,1160.0,496,0,HLPX-H-1,101-Temu全托管
TEMU,"Portable Challenge Drop Stick Game, Eye-Hand Coordination Training Game, Parent-Child Interactive Party Toy Christmas Gift",1777348771294,21,387.0,1736.0,318,406,595-62-lv,101-Temu全托管
TEMU,"Portable Challenge Drop Stick Game, Eye-Hand Coordination Training Game, Parent-Child Interactive Party Toy Christmas Gift",1777348771294,12,288.0,1396.0,318,238,595-62-ye,101-Temu全托管
TEMU,Two Player Strategy Table Game Children Interesting Black Ship Sea Ship Interactive Board Game Boys Toys Gift,1777348771294,13,181.0,780.0,334,0,HG-JX-007-106,101-Temu全托管
TEMU,"Desktop pizza hockey toy board game, suitable for indoor and outdoor educational parent-child interactive games, family gathering and party games",1777348771294,0,0.0,1.0,0,0,007-138,101-Temu全托管
TEMU,科幻未来朋克风格一体式太阳镜装饰时尚潮流酷女孩网红cosplay派对礼服眼镜,1777348771294,0,0.0,0.0,5,0,pkyj-1,101-Temu全托管
TEMU,科幻未来朋克风格一体式太阳镜装饰时尚潮流酷女孩网红cosplay派对礼服眼镜,1777348771294,0,0.0,0.0,5,0,pkyj-2,101-Temu全托管
TEMU,Ice Cream Folding Joy Playing Home Toy Hand Eye Coordination Parent Child Interactive Desktop Game Puzzle Toy,1777348775297,1,32.0,104.0,308,0,zcbql-ch,102-Temu全托管
TEMU,7Pcs Kids Educational Cube Shape Matching Stacking Learning Toys Colorful Blocks Sorting Game Baby Toys Gift,1777348775297,1,33.0,107.0,5,0,SGSSL-1,102-Temu全托管
TEMU,Children's mini microscope LED light 80X magnification handheld portable scientific and biological experiment outdoor toy,1777348775297,0,0.0,0.0,1,0,W5800,102-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777348775297,2,16.0,53.0,153,0,SLJC-lv,102-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777348775297,1,21.0,113.0,63,0,SLJC-hon,102-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777348775297,2,17.0,50.0,41,0,SLJC-jin,102-Temu全托管
TEMU,"Shark fishing set, collapsible board game, fishing competition, party interactive game board game set gift",1777348775297,1,1.0,1.0,5,0,1111-28,102-Temu全托管
TEMU,快速反应挑战套装 多人互动反应力训练玩具 室内活动玩具 圣诞礼物万圣节礼物春节派对互动有趣玩具,1777348775297,8,119.0,201.0,336,0,595-62-ye,102-Temu全托管
TEMU,快速反应挑战套装 多人互动反应力训练玩具 室内活动玩具 圣诞礼物万圣节礼物春节派对互动有趣玩具,1777348775297,10,42.0,47.0,81,45,595-62-lv,102-Temu全托管
TEMU,吹球过杯跳球游戏，趣味的互动桌面游戏，派对及家庭游戏之夜，适合社交聚会、万圣节、圣诞和新年派对游戏,1777348775298,0,7.0,11.0,5,7,ST1959A,102-Temu全托管
TEMU,23pcs/25pcs加减法手指头数字计算，培养儿童学习认知类，儿童教具益智玩具,1777348775298,0,1.0,1.0,4,0,020,102-Temu全托管
TEMU,儿童计时配对拼图玩具，亲子互动早教益智桌游专注力游戏玩具，适合11个节日送儿童礼物,1777348775298,0,3.0,15.0,13,0,A666bl,102-Temu全托管
TEMU,30pcs多色3D俄罗斯拼图积木，组装建筑立方体，早期学习脑力训练玩具，空间逻辑训练减压桌面玩具，适合儿童和成人,1777348775298,0,0.0,0.0,10,0,021-yxy,102-Temu全托管
TEMU,锻炼儿童反应力掌上游戏机赛车电子玩具便携式男孩女孩 16个的节日礼物,1777348775298,0,0.0,0.0,15,0,2005-bl,102-Temu全托管
TEMU,锻炼儿童反应力掌上游戏机赛车电子玩具便携式男孩女孩 16个的节日礼物,1777348775298,0,7.0,27.0,0,0,2005-or,102-Temu全托管
TEMU,儿童手推旋转玩具，可爱玩具小鸡乌龟可调节铃铛可拆卸步行训练器,1777348775298,0,0.0,8.0,0,0,312,102-Temu全托管
TEMU,儿童手推旋转玩具，可爱玩具小鸡乌龟可调节铃铛可拆卸步行训练器,1777348775298,0,5.0,32.0,0,0,313,102-Temu全托管
TEMU,"Educational Digital Lock For Kids, With Key Number Matching And Counting Number Lock Children'S Toy, Suitable As A Gift For 12 Holidays",1777348775298,0,13.0,49.0,28,12,KM-4-OPP,102-Temu全托管
TEMU,"Educational Digital Lock For Kids, With Key Number Matching And Counting Number Lock Children'S Toy, Suitable As A Gift For 12 Holidays",1777348775298,0,6.0,43.0,42,0,KM-4,102-Temu全托管
TEMU,学习刷牙儿童礼品玩具，模仿牙科小医生学习刷牙教具过家家玩具，12个节假日的送礼礼品,1777348775298,0,0.0,0.0,5,0,SYWJ-bl,102-Temu全托管
TEMU,Home Decoration Interesting Prank Gift Middle Finger In Box Box Funny Creative Gifts Office Desk Decoration Gifts For Guests,1777348775298,0,0.0,0.0,5,0,ZZLH,102-Temu全托管
TEMU,搞笑声音效果机派对玩具 有趣的活动聚会音效机氛围声音搞笑声音，4个季节都适用生日礼物,1777348775298,0,6.0,24.0,12,0,zgyxj,102-Temu全托管
TEMU,"Soft track racing set, speed competition car model, assembly racing track kit, suitable as a gift for festivals.",1777348775298,0,1.0,1.0,7,0,YX006-rd,102-Temu全托管
TEMU,"Soft track racing set, speed competition car model, assembly racing track kit, suitable as a gift for festivals.",1777348775298,0,0.0,1.0,7,0,YX006-bl,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777348775298,0,18.0,30.0,22,0,HLPX-H-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777348775298,0,2.0,10.0,16,0,HLPX-L-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777348775298,1,14.0,23.0,29,0,HLPX-Q-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777348775298,0,3.0,7.0,10,0,HLPX-C-1,102-Temu全托管
TEMU,Girls Hair Gems Kit Kids Princess Makeup Toys Set Rhinestone Hair Machine DIY Crystal Stickers Hair Decoration for Girl Toy Gift,1777348775298,0,0.0,1.0,0,0,DZJ-12,102-Temu全托管
TEMU,Two player table game children interesting black warship sea ship board game boys toys,1777348775298,0,10.0,36.0,8,13,HG-JX-007-106,102-Temu全托管
TEMU,"Children Role Play Game Backpack Box Toy,Simulation Tool Kit Set for Kids,STEM Learning Educational Pretend Play Kit for Ages 3-8 Gift",1777348779475,0,1.0,1.0,0,0,9988-158,102-Temu全托管
TEMU,"Children Role Play Game Backpack Box Toy,Simulation Tool Kit Set for Kids,STEM Learning Educational Pretend Play Kit for Ages 3-8 Gift",1777348779475,0,0.0,0.0,1,0,9988-156,102-Temu全托管
TEMU,IQ益智棋盘游戏经典金字塔板珍珠儿童逻辑思维珠玩具适合-适合11个季节的礼品,1777348779476,0,133.0,400.0,160,0,007,102-Temu全托管
TEMU,"Children's science and education enlightenment toys, puzzle, parent-child interaction, divine machine clever calculation, level breaking desktop game",1777348779476,9,73.0,515.0,181,0,HG-JX-007-152,102-Temu全托管
TEMU,儿童记忆游戏机，锻炼儿童记忆力以及反应力玩具，有趣的游戏玩具，也适用于赠送给孩子当节日礼物或生日礼物,1777348779476,5,94.0,329.0,8,216,wy-jyyxj-802-opp,102-Temu全托管
TEMU,"Swimming Dolls Play In The Bathroom, Interactive Online Swimming Dolls In Summer, Wind Up Toys, Not Charged",1777348779476,5,110.0,925.0,0,502,youshui-mn-opp-PM,102-Temu全托管
TEMU,高尔夫球训练套装，适合儿童培养高尔夫运动的爱好兴趣，是一个很好的训练高尔夫的选择,1777348779476,0,7.0,29.0,14,0,FI-etgefq-2,102-Temu全托管
TEMU,高尔夫球训练套装，适合儿童培养高尔夫运动的爱好兴趣，是一个很好的训练高尔夫的选择,1777348779476,0,10.0,35.0,6,0,FI-etgefq,102-Temu全托管
TEMU,Kids Kitchen Toys Pretend Simulation Electric Dishwasher Children'S Kitchen Wash Basin Sink Role Playing Toy Boys Girls Gifts,1777348779476,2,6.0,36.0,11,0,829C,102-Temu全托管
TEMU,Kids Kitchen Toys Pretend Simulation Electric Dishwasher Children'S Kitchen Wash Basin Sink Role Playing Toy Boys Girls Gifts,1777348779476,1,8.0,29.0,26,0,829A,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348779476,0,0.0,0.0,30,0,HLPX-L-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348779476,0,0.0,0.0,8,0,HLPX-Q-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777348779476,0,0.0,0.0,25,0,HLPX-H-1,102-Temu全托管
TEMU,"16 Different Styles Of Prank Sound Effects, Prank Noise Maker Sound Gifts Easter Family Gathering, Friend Gathering Fun Gift",1777348779476,1,8.0,24.0,15,0,zgyxj-2001-5,102-Temu全托管
TEMU,Funny Kids Bouncing Spider Game Spider Board Game Party Entertainment Family Parent-Child Interaction Table Game Toy for Boys Girls,1777348779476,0,0.0,5.0,0,0,007-109,102-Temu全托管
TEMU,"Party multiplayer game with novel and quirky toys for squeezing pimples, battle of popping pimple toys with water spray, suitable for family gatherings and interactive funny games.",1777348779476,0,2.0,13.0,10,0,707-98,102-Temu全托管
TEMU,仿真洋洋睡眠娃娃，可拆卸衣物，6种动物服装可选，儿童生日节日礼物的选择,1777348779476,0,3.0,32.0,37,0,smww-tz,102-Temu全托管
TEMU,仿真洋洋睡眠娃娃，可拆卸衣物，6种动物服装可选，儿童生日节日礼物的选择,1777348779476,0,0.0,5.0,8,0,smww-mf,102-Temu全托管
TEMU,仿真洋洋睡眠娃娃，可拆卸衣物，6种动物服装可选，儿童生日节日礼物的选择,1777348779476,0,2.0,4.0,13,0,smww-ml,102-Temu全托管
TEMU,仿真洋洋睡眠娃娃，可拆卸衣物，6种动物服装可选，儿童生日节日礼物的选择,1777348779476,0,1.0,5.0,11,0,smww-lh,102-Temu全托管
TEMU,仿真洋洋睡眠娃娃，可拆卸衣物，6种动物服装可选，儿童生日节日礼物的选择,1777348779476,0,6.0,25.0,10,0,smww-xx,102-Temu全托管
TEMU,仿真洋洋睡眠娃娃，可拆卸衣物，6种动物服装可选，儿童生日节日礼物的选择,1777348779476,0,0.0,4.0,12,0,smww-sjl,102-Temu全托管
TEMU,扭蛋儿童迷你扭蛋机玩具，惊喜奇趣蛋抓娃娃机扭蛋，适合4个季节礼物，适合11个节假日生日礼物,1777348779476,0,0.0,0.0,1,0,NDJ-789-10,102-Temu全托管
TEMU,Funny Wind-Up Bouncing Eggs Toy Cute Beast Toys Clockwork Control Cute Shape Suitable For Kids Soothing Creative Christmas Gift,1777348783661,0,0.0,3.0,0,0,9988-173,102-Temu全托管
TEMU,Funny Wind-Up Bouncing Eggs Toy Cute Beast Toys Clockwork Control Cute Shape Suitable For Kids Soothing Creative Christmas Gift,1777348783661,0,0.0,2.0,3,0,9988-174,102-Temu全托管
TEMU,STEM Educational Simulation Toy Tool Set Pretend Household Tools Kit for Kids Portable Pretend Play Construction Tool Kits for Boys,1777348783661,0,1.0,3.0,0,0,36778-159,102-Temu全托管
TEMU,Mini Swimming Doll Kids Bathroom Bath Toy Baby Bathtub Toy On Chain Automatic Swimming Little Doll Christmas Gift,1777348783661,0,0.0,0.0,8,0,999-gr,102-Temu全托管
TEMU,Mini Swimming Doll Kids Bathroom Bath Toy Baby Bathtub Toy On Chain Automatic Swimming Little Doll Christmas Gift,1777348783661,0,0.0,0.0,8,0,999-bl,102-Temu全托管
TEMU,Mini Swimming Doll Kids Bathroom Bath Toy Baby Bathtub Toy On Chain Automatic Swimming Little Doll Christmas Gift,1777348783661,0,0.0,0.0,8,0,999-pk,102-Temu全托管
TEMU,Ice Cream Folding Joy Playing Home Toy Hand Eye Coordination Parent Child Interactive Desktop Game Puzzle Toy,1777348783661,9,111.0,765.0,515,0,zcbql-opp,102-Temu全托管
TEMU,趣味儿童接球游戏，接球发射器篮球运动玩具户外室内互动派对沙滩玩具，适合6个季节的礼品,1777348783661,0,0.0,1.0,0,0,djts-lf4,102-Temu全托管
TEMU,"Creative stress relief controller fingertip game toy, cube game controller stress relief controller toy",1777348783661,2,33.0,121.0,66,0,ZCSBTLMF-che,102-Temu全托管
TEMU,"Creative stress relief controller fingertip game toy, cube game controller stress relief controller toy",1777348783661,1,71.0,178.0,27,0,ZCSBTLMF-lan,102-Temu全托管
TEMU,"Creative stress relief controller fingertip game toy, cube game controller stress relief controller toy",1777348783661,3,63.0,261.0,64,0,ZCSBTLMF-hei,102-Temu全托管
TEMU,"Creative stress relief controller fingertip game toy, cube game controller stress relief controller toy",1777348783661,1,35.0,163.0,41,0,ZCSBTLMF-lv,102-Temu全托管
TEMU,早教手拍鼓，宝宝益智玩具拍拍鼓，室内室外男女孩玩耍打击乐器，圣诞礼物万圣节礼物春节派对互动有趣玩具,1777348783661,0,0.0,0.0,0,5,KNS666-2,102-Temu全托管
TEMU,早教手拍鼓，宝宝益智玩具拍拍鼓，室内室外男女孩玩耍打击乐器，圣诞礼物万圣节礼物春节派对互动有趣玩具,1777348783661,0,0.0,0.0,0,5,KNS666-3,102-Temu全托管
TEMU,早教手拍鼓，宝宝益智玩具拍拍鼓，室内室外男女孩玩耍打击乐器，圣诞礼物万圣节礼物春节派对互动有趣玩具,1777348783661,0,0.0,0.0,0,5,KNS666-1,102-Temu全托管
TEMU,Kids DIY Bouquet Making Machine Set Flower Arrangement Toys Handmade Colorful Craft Kit for Girls Gift Educational Fun Activity,1777348783661,0,2.0,5.0,55,0,HZ-1,102-Temu全托管
TEMU,蜘蛛鬼爪手套，关节可动，灵活多变手套玩具，万圣节角色扮演恐怖鬼手道具,1777348783661,0,16.0,28.0,0,20,GJSZ-H,102-Temu全托管
TEMU,Children'S Electric Cruise Ship Toy With Transparent Gear Rotation Colorful Sound And Light Baby'S Favorite Gift,1777348783661,0,3.0,3.0,1,0,YJ388-67,102-Temu全托管
TEMU,10PCS Kids Lock Key Toys Set Puzzle Locks Baby Educational Number Matching Homeschool Word Cognition Math Toys,1777348783661,0,0.0,0.0,3,0,KM-2,102-Temu全托管
TEMU,10PCS Kids Lock Key Toys Set Puzzle Locks Baby Educational Number Matching Homeschool Word Cognition Math Toys,1777348783661,0,6.0,48.0,11,0,KM-2-opp,102-Temu全托管
TEMU,Dinosaur Egg Toys Dinosaur Shape Sorting Matching Game Toy Figures In Dinosaur-Shaped Box Color And Shape Recognition Toy Girl,1777348783661,0,0.0,0.0,7,0,XQS2087A,102-Temu全托管
TEMU,Early Education Music Toys for Kids Children's Instruments Ukulele Elephant Long-Necked Deer Hippo Puzzle Play Toy,1777348787823,0,4.0,17.0,10,0,898-39-DS,103-Temu全托管
TEMU,Early Education Music Toys for Kids Children's Instruments Ukulele Elephant Long-Necked Deer Hippo Puzzle Play Toy,1777348787823,0,6.0,38.0,16,0,898-37-DS,103-Temu全托管
TEMU,Early Education Music Toys for Kids Children's Instruments Ukulele Elephant Long-Necked Deer Hippo Puzzle Play Toy,1777348787823,0,2.0,12.0,11,0,898-38-DS,103-Temu全托管
TEMU,科幻未来朋克风格一体式太阳镜装饰时尚潮流酷女孩网红cosplay派对礼服眼镜,1777348787823,0,0.0,0.0,3,0,pkyj-1,103-Temu全托管
TEMU,"Stress Relief Pimple Popper Toy - Entertaining Prank Toy for Kids and Adults, Humorous Fun for Pressure Release - Ideal Gift for Children",1777348787823,0,0.0,0.0,5,0,707-98,103-Temu全托管
TEMU,"28-piece DIY felt burger toy set, realistic food including burgers, sandwiches, and hot dogs, suitable for girls' playhouse parties.",1777348787823,0,0.0,0.0,3,0,5918,103-Temu全托管
TEMU,开锁游戏苹果配对数字字母钥匙精细动作儿童训练益智玩具，适合17个节日的礼物,1777348787823,1,17.0,61.0,61,0,KM-3-opp,103-Temu全托管
TEMU,开锁游戏苹果配对数字字母钥匙精细动作儿童训练益智玩具，适合17个节日的礼物,1777348787823,2,11.0,23.0,19,6,KM-3,103-Temu全托管
TEMU,Mini Convenience Store Cashier Pretend Play Kids Toy Children Simulation Supermarket Cash Register Play House Toys Christmas Gift,1777348787823,0,1.0,1.0,0,0,F332-1M,103-Temu全托管
TEMU,"Kids DIY Play Dough Tool Kit, Creative Slime & Squishy Plastic Set - 3D Clay Plasticine Mold Educational Puzzle Toys",1777348787823,0,0.0,0.0,5,0,XPNMJ-22,103-Temu全托管
TEMU,Ice Cream Folding Joy Playing Home Toy Hand Eye Coordination Parent Child Interactive Desktop Game Puzzle Toy,1777348787824,0,0.0,1.0,0,0,zcbql-ch,103-Temu全托管
TEMU,随机颜色游泳娃娃儿童防水发条娃娃关节运动儿童浴室玩具4个季节可用发条玩具,1777348787824,0,67.0,625.0,0,326,youshui-mn-opp-PM,103-Temu全托管
