平台,商品名称,抓取数据日期,今日销量,近7天销量,近30天销量,平台库存,在途库存,sku,店铺
TEMU,"Mouse trap game, interactive mouse catcher game, party funny prank game,Don't be caught by its cheese trap mousetrap toy",1776311988403,0,1.0,2.0,3,0,007-266,101-Temu全托管
TEMU,"Tumbler balancing pig, novelty tightrope walking spinning top cup, cute, balancing pig toy top, suitable as a gift for a child",1776311988403,0,0.0,4.0,1,0,PHZ-pk,101-Temu全托管
TEMU,儿童厨房玩具假装模拟电动洗碗机儿童厨房洗脸盆水槽角色扮演玩具4个季节可用男孩女孩礼物,1776311988403,2,11.0,27.0,6,13,829A,101-Temu全托管
TEMU,儿童厨房玩具假装模拟电动洗碗机儿童厨房洗脸盆水槽角色扮演玩具4个季节可用男孩女孩礼物,1776311988403,0,14.0,53.0,17,10,829C,101-Temu全托管
TEMU,"Baby Rattles Bubble Fidget Sensory Toys Silicone Pull String Activity Toy for Toddlers, Learning & Educational Toys for Kids",1776311988403,0,0.0,0.0,5,0,HLX205A,101-Temu全托管
TEMU,"Game buzzers with lights and sound effects, party competition and quiz props, multiplayer entertainment toys, atmosphere props",1776311988403,3,28.0,40.0,6,30,ZC808H,101-Temu全托管
TEMU,"Wind-up spinning corn toy, cartoon dancing corn toy, dynamic mini educational toy, suitable for indoor and outdoor play",1776311988403,0,79.0,125.0,0,163,ym001-opp,101-Temu全托管
TEMU,balance tree toys leisure parent-child interaction game,1776311988403,0,0.0,0.0,1,0,zcphs-opp,101-Temu全托管
TEMU,"Fidget spinner toy, cube game, handheld stress-relief spinner for children, handheld cube stress-relief toy, everyday entertainment and stress relief, educational toy",1776311988403,0,0.0,4.0,9,0,ZCSBTLMF-hei,101-Temu全托管
TEMU,"Fidget spinner toy, cube game, handheld stress-relief spinner for children, handheld cube stress-relief toy, everyday entertainment and stress relief, educational toy",1776311988403,0,0.0,0.0,6,0,ZCSBTLMF-lv,101-Temu全托管
TEMU,"Intelligent board rainbow ball game, parent-child showdown, educational rainbow beads set for children",1776311988403,0,0.0,0.0,5,0,HZ-040,101-Temu全托管
TEMU,"Educational hide-and-seek toy, multifunctional sensory toy, children’s pop-up animal sorting by color, parent-child interactive toy",1776311988403,0,0.0,0.0,6,0,DMM-jt,101-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1776311988403,0,0.0,0.0,1,0,SLJC-jin,101-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1776311988403,0,0.0,0.0,1,0,SLJC-hon,101-Temu全托管
TEMU,Matching Number Shape Clock Cognition Learning Toys for Kids Logice Thinking Matching Game Toy Hand Eye Coordination Educational Toys,1776311988403,0,0.0,0.0,6,0,018,101-Temu全托管
TEMU,儿童刷牙玩具-模仿牙科小医生学习刷牙教具过家家玩具，10个节假日的送礼礼物,1776311988403,0,0.0,0.0,5,0,SYWJ-pk,101-Temu全托管
TEMU,儿童刷牙玩具-模仿牙科小医生学习刷牙教具过家家玩具，10个节假日的送礼礼物,1776311988403,0,0.0,0.0,5,0,SYWJ-pp,101-Temu全托管
TEMU,儿童刷牙玩具-模仿牙科小医生学习刷牙教具过家家玩具，10个节假日的送礼礼物,1776311988403,0,0.0,0.0,5,0,SYWJ-bl,101-Temu全托管
TEMU,7Pcs Kids Educational Cube Shape Matching Stacking Learning Toys Puzzles Game Colorful Blocks Sorting Game Baby Toys Gift,1776311988403,0,0.0,1.0,0,0,SGSSL-1,101-Temu全托管
TEMU,"Prank Noise Maker Sound Effects Machine, 16 Different Styles Of Prank Sound Effects, Fun Gift, Easter Family Party",1776311992633,3,25.0,62.0,29,26,zgyxj-2001-4,101-Temu全托管
TEMU,"Mini Walkie Talkie Toys for 2 Pack, Kids Portable Radio Receiver Walkie Talkies for Indoor Outdoor Camping Hiking Playing Toy",1776311992633,1,10.0,33.0,1,27,77-38A,101-Temu全托管
TEMU,"Mini Walkie Talkie Toys for 2 Pack, Kids Portable Radio Receiver Walkie Talkies for Indoor Outdoor Camping Hiking Playing Toy",1776311992633,0,2.0,33.0,0,17,77-39A,101-Temu全托管
TEMU,"Color classification ball game, educational classification adventure learning, parent-child interactive game, suitable as a gift for eleven festivals",1776311992633,0,0.0,0.0,5,0,33028,101-Temu全托管
TEMU,掌上赛车游戏机玩具模拟仿真赛车闯关儿童成人益智桌面互动玩具，15个节日的礼物,1776311992633,0,0.0,0.0,0,5,2005-or,101-Temu全托管
TEMU,掌上赛车游戏机玩具模拟仿真赛车闯关儿童成人益智桌面互动玩具，15个节日的礼物,1776311992633,0,0.0,0.0,0,5,2005-bl,101-Temu全托管
TEMU,"children's unlocking and matching game, featuring key pattern matching and number counting unlocking learning materials, suitable as a gift for 11 holidays",1776311992633,2,44.0,100.0,87,99,KM-3,101-Temu全托管
TEMU,"children's unlocking and matching game, featuring key pattern matching and number counting unlocking learning materials, suitable as a gift for 11 holidays",1776311992633,1,39.0,78.0,9,61,KM-3-opp,101-Temu全托管
TEMU,"Simulated shopping checkout toy, supermarket cashier toy, supermarket role-playing, parent-child interactive toy",1776311992633,10,85.0,246.0,57,47,L332-1M,101-Temu全托管
TEMU,"Simulated shopping checkout toy, supermarket cashier toy, supermarket role-playing, parent-child interactive toy",1776311992633,10,101.0,312.0,91,37,F332-1M,101-Temu全托管
TEMU,迷你磁铁指尖陀螺玩具：可变形指尖陀螺，无限拼图立方体，缓解压力，多种玩法感官磁铁，适合11个节假日的礼物,1776311992633,0,0.0,1.0,0,0,6001,101-Temu全托管
TEMU,"Hand-held jumping ball, five-in-a-row game, parent-child interactive competitive throwing jump platform game",1776311992633,0,6.0,30.0,7,0,ZC-12818,101-Temu全托管
