2026-04-28 11:59:20,257 | INFO | temu_sale_main | 程序开始启动
2026-04-28 12:01:30,089 | INFO | temu_sale_main | ---------------------------------开始上传数据-----------------------------------
2026-04-28 12:01:30,090 | INFO | temu_sale_main | 准备上传 580 条记录...
2026-04-28 12:01:51,116 | INFO | temu_sale_main | 
上传统计:
2026-04-28 12:01:51,116 | INFO | temu_sale_main | 总记录数: 580
2026-04-28 12:01:51,117 | INFO | temu_sale_main | 成功数量: 580
2026-04-28 12:01:51,117 | INFO | temu_sale_main | 失败数量: 0
2026-04-28 12:01:51,118 | INFO | temu_sale_main | 成功批次: 12
2026-04-28 12:01:51,118 | INFO | temu_sale_main | 失败批次: 0
2026-04-28 12:01:51,118 | INFO | temu_sale_main | 数据上传成功
2026-04-28 12:01:54,129 | INFO | temu_sale_main | ⏱️  总耗时: 84.08 秒
