2026-04-18 11:59:21,977 | INFO | temu_sale_main | 程序开始启动
2026-04-18 11:59:21,977 | INFO | temu_sale_main | ---------------------------------开始爬取temu数据-----------------------------------
2026-04-18 11:59:21,979 | INFO | temu_sale_main | 正在爬取第1页的数据
2026-04-18 11:59:24,397 | INFO | temu_sale_main | 📊 第1页获取到500条数据
2026-04-18 11:59:24,403 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:26,415 | INFO | temu_sale_main | 正在爬取第2页的数据
2026-04-18 11:59:28,712 | INFO | temu_sale_main | 📊 第2页获取到500条数据
2026-04-18 11:59:28,717 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:30,730 | INFO | temu_sale_main | 正在爬取第3页的数据
2026-04-18 11:59:32,833 | INFO | temu_sale_main | 📊 第3页获取到500条数据
2026-04-18 11:59:32,837 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:34,841 | INFO | temu_sale_main | 正在爬取第4页的数据
2026-04-18 11:59:36,828 | INFO | temu_sale_main | 📊 第4页获取到500条数据
2026-04-18 11:59:36,831 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:38,845 | INFO | temu_sale_main | 正在爬取第5页的数据
2026-04-18 11:59:40,776 | INFO | temu_sale_main | 📊 第5页获取到500条数据
2026-04-18 11:59:40,779 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:42,784 | INFO | temu_sale_main | 正在爬取第6页的数据
2026-04-18 11:59:44,943 | INFO | temu_sale_main | 📊 第6页获取到500条数据
2026-04-18 11:59:44,947 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:46,951 | INFO | temu_sale_main | 正在爬取第7页的数据
2026-04-18 11:59:49,109 | INFO | temu_sale_main | 📊 第7页获取到500条数据
2026-04-18 11:59:49,112 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:51,116 | INFO | temu_sale_main | 正在爬取第8页的数据
2026-04-18 11:59:53,345 | INFO | temu_sale_main | 📊 第8页获取到500条数据
2026-04-18 11:59:53,350 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:55,357 | INFO | temu_sale_main | 正在爬取第9页的数据
2026-04-18 11:59:57,430 | INFO | temu_sale_main | 📊 第9页获取到500条数据
2026-04-18 11:59:57,433 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 11:59:59,436 | INFO | temu_sale_main | 正在爬取第10页的数据
2026-04-18 12:00:01,381 | INFO | temu_sale_main | 📊 第10页获取到500条数据
2026-04-18 12:00:01,384 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 12:00:03,385 | INFO | temu_sale_main | 正在爬取第11页的数据
2026-04-18 12:00:05,557 | INFO | temu_sale_main | 📊 第11页获取到500条数据
2026-04-18 12:00:05,563 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 12:00:07,564 | INFO | temu_sale_main | 正在爬取第12页的数据
2026-04-18 12:00:09,518 | INFO | temu_sale_main | 📊 第12页获取到500条数据
2026-04-18 12:00:09,522 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
