2026-04-20 11:59:56,534 | INFO | temu_sale_main | 程序开始启动
2026-04-20 12:01:24,507 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260420.csv
2026-04-20 12:01:24,507 | INFO | temu_sale_main | ✅ 第16页为最后一页，共获取7871条
2026-04-20 12:01:24,508 | INFO | temu_sale_main | ---------------------------------开始匹配sku数据-----------------------------------
2026-04-20 12:01:25,158 | INFO | temu_sale_main | ---------------------------------开始上传数据-----------------------------------
2026-04-20 12:01:25,160 | INFO | temu_sale_main | 准备上传 425 条记录...
2026-04-20 12:01:42,443 | INFO | temu_sale_main | 
上传统计:
2026-04-20 12:01:42,443 | INFO | temu_sale_main | 总记录数: 425
2026-04-20 12:01:42,444 | INFO | temu_sale_main | 成功数量: 425
2026-04-20 12:01:42,444 | INFO | temu_sale_main | 失败数量: 0
2026-04-20 12:01:42,445 | INFO | temu_sale_main | 成功批次: 9
2026-04-20 12:01:42,445 | INFO | temu_sale_main | 失败批次: 0
2026-04-20 12:01:42,445 | INFO | temu_sale_main | 数据上传成功
2026-04-20 12:01:45,457 | INFO | temu_sale_main | ⏱️  总耗时: 108.92 秒
