2026-01-24 11:58:35,723 | INFO | temu_site | 开始清除昨天报表的数据
2026-01-24 11:58:35,724 | INFO | temu_site | 
 删除所有记录
2026-01-24 11:59:00,094 | INFO | temu_site | 删除所有记录结果: None
2026-01-24 11:59:00,094 | INFO | temu_site | 开始清除今天报表的数据
2026-01-24 11:59:00,095 | INFO | temu_site | 
 删除所有记录
2026-01-24 11:59:31,018 | INFO | temu_site | 删除所有记录结果: None
2026-01-24 11:59:31,019 | INFO | temu_site | 正在爬取店铺---2106-Temu全托管---skc_sku_violate数据
2026-01-24 11:59:32,145 | ERROR | temu_site | [2106-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 11:59:52,792 | INFO | temu_site | 店铺---2106-Temu全托管---没有违规数据
2026-01-24 11:59:52,798 | INFO | temu_site | 店铺---2106-Temu全托管---没有违规数据，跳过
2026-01-24 11:59:52,799 | INFO | temu_site | 正在爬取店铺---2105-Temu全托管---skc_sku_violate数据
2026-01-24 11:59:53,923 | ERROR | temu_site | [2105-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:00:24,118 | INFO | temu_site | 店铺---2105-Temu全托管---没有违规数据
2026-01-24 12:00:24,120 | INFO | temu_site | 店铺---2105-Temu全托管---没有违规数据，跳过
2026-01-24 12:00:24,123 | INFO | temu_site | 正在爬取店铺---2108-Temu全托管---skc_sku_violate数据
2026-01-24 12:00:25,349 | INFO | temu_site | 店铺---2108-Temu全托管---没有违规数据
2026-01-24 12:00:25,349 | INFO | temu_site | 店铺---2108-Temu全托管---没有违规数据，跳过
2026-01-24 12:00:25,350 | INFO | temu_site | 正在爬取店铺---2107-Temu全托管---skc_sku_violate数据
2026-01-24 12:00:26,469 | ERROR | temu_site | [2107-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:00:47,862 | INFO | temu_site | 店铺---2107-Temu全托管---没有违规数据
2026-01-24 12:00:47,862 | INFO | temu_site | 店铺---2107-Temu全托管---没有违规数据，跳过
2026-01-24 12:00:47,863 | INFO | temu_site | 正在爬取店铺---2102-Temu全托管---skc_sku_violate数据
2026-01-24 12:00:48,992 | ERROR | temu_site | [2102-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:01:06,271 | INFO | temu_site | 店铺---2102-Temu全托管---没有违规数据
2026-01-24 12:01:06,271 | INFO | temu_site | 店铺---2102-Temu全托管---没有违规数据，跳过
2026-01-24 12:01:06,272 | INFO | temu_site | 正在爬取店铺---1108-Temu全托管---skc_sku_violate数据
2026-01-24 12:01:07,393 | ERROR | temu_site | [1108-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:01:36,748 | INFO | temu_site | 店铺---1108-Temu全托管---没有违规数据
2026-01-24 12:01:36,748 | INFO | temu_site | 店铺---1108-Temu全托管---没有违规数据，跳过
2026-01-24 12:01:36,750 | INFO | temu_site | 正在爬取店铺---1107-Temu全托管---skc_sku_violate数据
2026-01-24 12:01:37,871 | ERROR | temu_site | [1107-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:01:57,051 | INFO | temu_site | 店铺---1107-Temu全托管---没有违规数据
2026-01-24 12:01:57,052 | INFO | temu_site | 店铺---1107-Temu全托管---没有违规数据，跳过
2026-01-24 12:01:57,052 | INFO | temu_site | 正在爬取店铺---1106-Temu全托管---skc_sku_violate数据
2026-01-24 12:01:58,321 | ERROR | temu_site | [1106-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:02:29,826 | INFO | temu_site | 正在爬取店铺---1106-Temu全托管---sku_site_status数据
2026-01-24 12:02:31,011 | INFO | temu_site | 正在爬取店铺---1106-Temu全托管---sku_site_exception数据
2026-01-24 12:02:32,774 | ERROR | temu_site | 处理店铺 1106-Temu全托管 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:02:32,775 | INFO | temu_site | 正在爬取店铺---1105-Temu全托管---skc_sku_violate数据
2026-01-24 12:02:33,913 | ERROR | temu_site | [1105-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:02:52,585 | INFO | temu_site | 店铺---1105-Temu全托管---没有违规数据
2026-01-24 12:02:52,586 | INFO | temu_site | 店铺---1105-Temu全托管---没有违规数据，跳过
2026-01-24 12:02:52,588 | INFO | temu_site | 正在爬取店铺---2103-Temu全托管---skc_sku_violate数据
2026-01-24 12:02:57,525 | INFO | temu_site | 正在爬取店铺---2103-Temu全托管---sku_site_status数据
2026-01-24 12:02:58,725 | INFO | temu_site | 正在爬取店铺---2103-Temu全托管---sku_site_exception数据
2026-01-24 12:02:59,970 | ERROR | temu_site | 处理店铺 2103-Temu全托管 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:02:59,971 | INFO | temu_site | 正在爬取店铺---112-Temu全托管---skc_sku_violate数据
2026-01-24 12:03:01,244 | ERROR | temu_site | [112-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:03:23,766 | INFO | temu_site | 正在爬取店铺---112-Temu全托管---sku_site_status数据
2026-01-24 12:03:26,385 | INFO | temu_site | 正在爬取店铺---112-Temu全托管---sku_site_exception数据
2026-01-24 12:03:27,681 | ERROR | temu_site | 处理店铺 112-Temu全托管 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:03:27,682 | INFO | temu_site | 正在爬取店铺---151-Temu全托管家居---skc_sku_violate数据
2026-01-24 12:03:28,898 | INFO | temu_site | 店铺---151-Temu全托管家居---没有违规数据
2026-01-24 12:03:28,899 | INFO | temu_site | 店铺---151-Temu全托管家居---没有违规数据，跳过
2026-01-24 12:03:28,900 | INFO | temu_site | 正在爬取店铺---1104-Temu全托管---skc_sku_violate数据
2026-01-24 12:03:30,030 | ERROR | temu_site | [1104-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:03:59,737 | INFO | temu_site | 店铺---1104-Temu全托管---没有违规数据
2026-01-24 12:03:59,738 | INFO | temu_site | 店铺---1104-Temu全托管---没有违规数据，跳过
2026-01-24 12:03:59,739 | INFO | temu_site | 正在爬取店铺---1102-Temu全托管---skc_sku_violate数据
2026-01-24 12:04:00,861 | ERROR | temu_site | [1102-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:04:31,707 | INFO | temu_site | 店铺---1102-Temu全托管---没有违规数据
2026-01-24 12:04:31,709 | INFO | temu_site | 店铺---1102-Temu全托管---没有违规数据，跳过
2026-01-24 12:04:31,710 | INFO | temu_site | 正在爬取店铺---1103-Temu全托管---skc_sku_violate数据
2026-01-24 12:04:32,884 | ERROR | temu_site | [1103-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:05:02,835 | INFO | temu_site | 店铺---1103-Temu全托管---没有违规数据
2026-01-24 12:05:02,836 | INFO | temu_site | 店铺---1103-Temu全托管---没有违规数据，跳过
2026-01-24 12:05:02,836 | INFO | temu_site | 正在爬取店铺---1101-Temu全托管---skc_sku_violate数据
2026-01-24 12:05:03,957 | ERROR | temu_site | [1101-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
