2026-04-25 12:00:20,909 | INFO | temu_sale_main | 程序开始启动
2026-04-25 12:01:10,406 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:12,406 | INFO | temu_sale_main | 正在爬取第13页的数据
2026-04-25 12:01:14,829 | INFO | temu_sale_main | 📊 第13页获取到500条数据
2026-04-25 12:01:14,833 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:16,834 | INFO | temu_sale_main | 正在爬取第14页的数据
2026-04-25 12:01:19,205 | INFO | temu_sale_main | 📊 第14页获取到500条数据
2026-04-25 12:01:19,208 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:21,219 | INFO | temu_sale_main | 正在爬取第15页的数据
2026-04-25 12:01:23,556 | INFO | temu_sale_main | 📊 第15页获取到500条数据
2026-04-25 12:01:23,559 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:25,573 | INFO | temu_sale_main | 正在爬取第16页的数据
2026-04-25 12:01:27,848 | INFO | temu_sale_main | 📊 第16页获取到371条数据
2026-04-25 12:01:27,851 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:27,851 | INFO | temu_sale_main | ✅ 第16页为最后一页，共获取7871条
2026-04-25 12:01:27,852 | INFO | temu_sale_main | ---------------------------------开始匹配sku数据-----------------------------------
2026-04-25 12:01:28,452 | INFO | temu_sale_main | ---------------------------------开始上传数据-----------------------------------
2026-04-25 12:01:28,454 | INFO | temu_sale_main | 准备上传 428 条记录...
2026-04-25 12:01:47,448 | INFO | temu_sale_main | 
上传统计:
2026-04-25 12:01:47,448 | INFO | temu_sale_main | 总记录数: 428
2026-04-25 12:01:47,448 | INFO | temu_sale_main | 成功数量: 428
2026-04-25 12:01:47,448 | INFO | temu_sale_main | 失败数量: 0
2026-04-25 12:01:47,449 | INFO | temu_sale_main | 成功批次: 9
2026-04-25 12:01:47,449 | INFO | temu_sale_main | 失败批次: 0
2026-04-25 12:01:47,449 | INFO | temu_sale_main | 数据上传成功
2026-04-25 12:01:50,460 | INFO | temu_sale_main | ⏱️  总耗时: 89.55 秒
