2026-04-25 12:00:20,909 | INFO | temu_sale_main | 程序开始启动
2026-04-25 12:00:20,909 | INFO | temu_sale_main | ---------------------------------开始爬取temu数据-----------------------------------
2026-04-25 12:00:20,911 | INFO | temu_sale_main | 正在爬取第1页的数据
2026-04-25 12:00:23,543 | INFO | temu_sale_main | 📊 第1页获取到500条数据
2026-04-25 12:00:23,547 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:25,552 | INFO | temu_sale_main | 正在爬取第2页的数据
2026-04-25 12:00:27,688 | INFO | temu_sale_main | 📊 第2页获取到500条数据
2026-04-25 12:00:27,691 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:29,693 | INFO | temu_sale_main | 正在爬取第3页的数据
2026-04-25 12:00:32,089 | INFO | temu_sale_main | 📊 第3页获取到500条数据
2026-04-25 12:00:32,092 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:34,095 | INFO | temu_sale_main | 正在爬取第4页的数据
2026-04-25 12:00:36,125 | INFO | temu_sale_main | 📊 第4页获取到500条数据
2026-04-25 12:00:36,128 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:38,131 | INFO | temu_sale_main | 正在爬取第5页的数据
2026-04-25 12:00:40,229 | INFO | temu_sale_main | 📊 第5页获取到500条数据
2026-04-25 12:00:40,232 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:42,241 | INFO | temu_sale_main | 正在爬取第6页的数据
2026-04-25 12:00:44,486 | INFO | temu_sale_main | 📊 第6页获取到500条数据
2026-04-25 12:00:44,489 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:46,495 | INFO | temu_sale_main | 正在爬取第7页的数据
2026-04-25 12:00:48,726 | INFO | temu_sale_main | 📊 第7页获取到500条数据
2026-04-25 12:00:48,729 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:50,740 | INFO | temu_sale_main | 正在爬取第8页的数据
2026-04-25 12:00:53,231 | INFO | temu_sale_main | 📊 第8页获取到500条数据
2026-04-25 12:00:53,234 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:55,239 | INFO | temu_sale_main | 正在爬取第9页的数据
2026-04-25 12:00:57,369 | INFO | temu_sale_main | 📊 第9页获取到500条数据
2026-04-25 12:00:57,373 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:00:59,382 | INFO | temu_sale_main | 正在爬取第10页的数据
2026-04-25 12:01:01,944 | INFO | temu_sale_main | 📊 第10页获取到500条数据
2026-04-25 12:01:01,947 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:03,953 | INFO | temu_sale_main | 正在爬取第11页的数据
2026-04-25 12:01:06,244 | INFO | temu_sale_main | 📊 第11页获取到500条数据
2026-04-25 12:01:06,248 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260425.csv
2026-04-25 12:01:08,251 | INFO | temu_sale_main | 正在爬取第12页的数据
2026-04-25 12:01:10,403 | INFO | temu_sale_main | 📊 第12页获取到500条数据
